listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Dr. Sameer Apte,Specialists;General Surgery,"General Surgery · 501 Smyth Rd, The Ottawa Hospital - General Campus, Division of General Surgery, Ottawa, K1H 8L6","Specialty: General Surgery
Location: 501 Smyth Rd, The Ottawa Hospital - General Campus, Division of General Surgery, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8659
Languages: En",,(613) 737-8899,(613) 737-8659,,General Surgery;En,"501 Smyth Rd, The Ottawa Hospital - General Campus, Division of General Surgery, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-80d11ca04967147c
Dr. Shaheer Tadros,Specialists;General Surgery,"General Surgery · The Ottawa Hospital General Campus, Box 202, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital General Campus, Box 202, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 739-6988
Languages: En, Arabic, Fr",,(613) 737-8899,(613) 739-6988,,"General Surgery;En, Arabic, Fr","The Ottawa Hospital General Campus, Box 202, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-d925df32bed9a803
Dr. Sudhir Kumar Nagpal,Specialists;General Surgery;Vascular Surgery,"General Surgery · Division Of Vascular Surgery, The Ottawa Hospital Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: Division Of Vascular Surgery, The Ottawa Hospital Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 761-4766
Fax: (613) 761-5362
Languages: En",,(613) 761-4766,(613) 761-5362,,General Surgery;En;Vascular Surgery,"Division Of Vascular Surgery, The Ottawa Hospital Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-cd6d5bbadd5bf52a
Dr. Timothy Michael Brandys,Specialists;General Surgery;Vascular Surgery,"General Surgery · Ottawa Hospital, Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: Ottawa Hospital, Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 761-4766
Fax: (613) 761-5362
Languages: En",,(613) 761-4766,(613) 761-5362,,General Surgery;En;Vascular Surgery,"Ottawa Hospital, Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-620f6e145a5c6d46
Dr. Bryan Fu-Meng Lo,Specialists;Genetics,"Genetics · The Ottawa Hospital - General campus — Eastern Ontario Regional Laboratory, 501 Smyth Road, Ottawa, K1H 8L8","Specialty: Genetics
Location: The Ottawa Hospital - General campus — Eastern Ontario Regional Laboratory, 501 Smyth Road, Ottawa, K1H 8L8
Phone: (613) 737-8899
Fax: (613) 737-8470
Languages: En",,(613) 737-8899,(613) 737-8470,,Genetics;En,"The Ottawa Hospital - General campus — Eastern Ontario Regional Laboratory, 501 Smyth Road, Ottawa, K1H 8L8",K1H,Sana,opc-specialist-69f3389a11a6ca84
Dr. Krista Marie Vincent,Specialists;Genetics,"Genetics · 401 Smyth Road, CHEO, Genetics, Ottawa, K1G 6W3","Specialty: Genetics
Location: 401 Smyth Road, CHEO, Genetics, Ottawa, K1G 6W3
Phone: (780) 680-2664
Languages: En",,(780) 680-2664,,,Genetics;En,"401 Smyth Road, CHEO, Genetics, Ottawa, K1G 6W3",K1G,Sana,opc-specialist-3076aa1b6cfdd726
Dr. Allen Richard Huang,Specialists;Geriatrics,"Geriatrics · The Ottawa Hospital - Civic Campus — Division of Geriatric Medicine, Box 678, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: The Ottawa Hospital - Civic Campus — Division of Geriatric Medicine, Box 678, Ottawa, K1Y 4E9
Phone: (613) 761-4795
Fax: (613) 761-5334
Languages: En, Fr",,(613) 761-4795,(613) 761-5334,,"Geriatrics;En, Fr","The Ottawa Hospital - Civic Campus — Division of Geriatric Medicine, Box 678, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-348c03009631695b
Dr. Anna Maria Byszewski,Specialists;Geriatrics,"Geriatrics · The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 761-4195
Fax: (613) 761-5334
Languages: En, Polish, Fr",,(613) 761-4195,(613) 761-5334,,"Geriatrics;En, Polish, Fr","The Ottawa Hospital - Civic Campus — 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-21b857777da75612
Dr. Barbara Elizabeth Power,Specialists;Geriatrics,"Geriatrics · The Ottawa Hospital - Civic Campus — Geriatric Assessment Unit, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: The Ottawa Hospital - Civic Campus — Geriatric Assessment Unit, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Fr",,(613) 798-5555,,,"Geriatrics;En, Fr","The Ottawa Hospital - Civic Campus — Geriatric Assessment Unit, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-b1bc4029cdae78d2
Dr. Bradley Ronald Godwin,Specialists;Geriatrics,"Geriatrics · 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 761-4795
Fax: (613) 761-5334
Languages: En",,(613) 761-4795,(613) 761-5334,,Geriatrics;En,"1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-50abd26cfda54e3e
Dr. Frank Joseph Molnar,Specialists;Geriatrics,"Geriatrics · Ottawa Hospital Civic Campus, Geriatric Assessment Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: Ottawa Hospital Civic Campus, Geriatric Assessment Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-5334
Languages: En",,(613) 798-5555,(613) 761-5334,,Geriatrics;En,"Ottawa Hospital Civic Campus, Geriatric Assessment Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-84b433d00e41eacf
Dr. Genevieve Marie Casey,Specialists;Geriatrics,"Geriatrics · 75 Bruyère Street, Ottawa, K1N 5C9","Specialty: Geriatrics
Location: 75 Bruyère Street, Ottawa, K1N 5C9
Phone: (613) 562-6262
Languages: En",,(613) 562-6262,,,Geriatrics;En,"75 Bruyère Street, Ottawa, K1N 5C9",K1N,Sana,opc-specialist-e6fc76efadbaad1d
Dr. Kathryn Ann Bezzina,Specialists;Geriatrics,"Geriatrics · 75 Bruyère Street, Bruyère Memory Program, Ottawa, K1N 5C9","Specialty: Geriatrics
Location: 75 Bruyère Street, Bruyère Memory Program, Ottawa, K1N 5C9
Phone: (613) 562-6322
Fax: (613) 562-6013
Languages: En",,(613) 562-6322,(613) 562-6013,,Geriatrics;En,"75 Bruyère Street, Bruyère Memory Program, Ottawa, K1N 5C9",K1N,Sana,opc-specialist-1302ec03e39b2d82
Dr. Krista Ann Whitney,Specialists;Geriatrics,"Geriatrics · 75 Bruyère St, Elisabeth Bruyère Hospital, Bruyère Memory Program, Ottawa, K1N 5C7","Specialty: Geriatrics
Location: 75 Bruyère St, Elisabeth Bruyère Hospital, Bruyère Memory Program, Ottawa, K1N 5C7
Phone: (613) 562-6322
Fax: (613) 562-6013
Languages: En",,(613) 562-6322,(613) 562-6013,,Geriatrics;En,"75 Bruyère St, Elisabeth Bruyère Hospital, Bruyère Memory Program, Ottawa, K1N 5C7",K1N,Sana,opc-specialist-4a02052591210ca4
Dr. Lara Khoury,Specialists;Geriatrics,"Geriatrics · Geriatric Assessment Unit, The Ottawa Hospital - Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: Geriatric Assessment Unit, The Ottawa Hospital - Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Fr",,(613) 798-5555,,,"Geriatrics;En, Fr","Geriatric Assessment Unit, The Ottawa Hospital - Civic Campus, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-c7f7346a1ed2ce6b
Dr. Manonita Roy,Specialists;Geriatrics,"Geriatrics · 3045 Baseline Road, Queensway Carleton Hospital, Department of Geriatrics, Ottawa, K2H 8P4","Specialty: Geriatrics
Location: 3045 Baseline Road, Queensway Carleton Hospital, Department of Geriatrics, Ottawa, K2H 8P4
Phone: (613) 721-2000
Languages: En",,(613) 721-2000,,,Geriatrics;En,"3045 Baseline Road, Queensway Carleton Hospital, Department of Geriatrics, Ottawa, K2H 8P4",K2H,Sana,opc-specialist-7b442aa745cf1bba
Dr. Ripa Akter,Specialists;Geriatrics,"Geriatrics · The Ottawa Hospital Civic Campus, Box 678 - 1053 Carling Ave., Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: The Ottawa Hospital Civic Campus, Box 678 - 1053 Carling Ave., Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-5334
Languages: En",,(613) 798-5555,(613) 761-5334,,Geriatrics;En,"The Ottawa Hospital Civic Campus, Box 678 - 1053 Carling Ave., Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-458f74a0dc61e31b
Dr. Shirley Chien-Chieh Huang,Specialists;Geriatrics,"Geriatrics · The Ottawa Hospital Civic Campus, Division of Geriatric Medicine, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Geriatrics
Location: The Ottawa Hospital Civic Campus, Division of Geriatric Medicine, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 737-8899
Fax: (613) 761-5334
Languages: En, Mandarin Chinese",,(613) 737-8899,(613) 761-5334,,"Geriatrics;En, Mandarin Chinese","The Ottawa Hospital Civic Campus, Division of Geriatric Medicine, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-a69749b5e69490cd
Dr. Abhinav Mohan Iyengar,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · Suite 308, 770 Broadview Avenue, Ottawa, K2A 3Z3","Specialty: Hematology & Thrombosis
Location: Suite 308, 770 Broadview Avenue, Ottawa, K2A 3Z3
Phone: (613) 725-9374
Fax: (613) 725-9195
Languages: En, Fr",,(613) 725-9374,(613) 725-9195,,"Hematology & Thrombosis;En, Fr","Suite 308, 770 Broadview Avenue, Ottawa, K2A 3Z3",K2A,Sana,opc-specialist-9310a2ebe93531e4
Dr. Alan Thomas Tinmouth,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — Ottawa Blood Disease Centre L2265, Box 201a, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — Ottawa Blood Disease Centre L2265, Box 201a, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 739-6888
Languages: En, Fr",,(613) 737-8899,(613) 739-6888,,"Hematology & Thrombosis;En, Fr","The Ottawa Hospital - General Campus — Ottawa Blood Disease Centre L2265, Box 201a, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-adaae99d133be8dd
Dr. Andrew Ta Wei Aw,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — 501 Smyth Rd, CPCR Building Box 704, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, CPCR Building Box 704, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 761-4521
Languages: En, Fr",,(613) 737-8899,(613) 761-4521,,"Hematology & Thrombosis;En, Fr","The Ottawa Hospital - General Campus — 501 Smyth Rd, CPCR Building Box 704, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-5dd27385c4ea6be5
Dr. Anthony Nicholas Grieco,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · Orleans Family Health Clinic — 210 Centrum Blvd Suite 101 & 110, Orléans, K1E 3V7","Specialty: Hematology & Thrombosis
Location: Orleans Family Health Clinic — 210 Centrum Blvd Suite 101 & 110, Orléans, K1E 3V7
Phone: (613) 837-5454
Fax: (613) 837-3781
Languages: En",,(613) 837-5454,(613) 837-3781,,Hematology & Thrombosis;En,"Orleans Family Health Clinic — 210 Centrum Blvd Suite 101 & 110, Orléans, K1E 3V7",K1E,Sana,opc-specialist-567c5c8bae1af77d
Dr. Arleigh Beth Robertson McCurdy,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — , Division of Hematology, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — , Division of Hematology, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: Fr, En",,(613) 737-8899,,,"Hematology & Thrombosis;Fr, En","The Ottawa Hospital - General Campus — , Division of Hematology, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-23878e7048384206
Dr. Carolyn Ruth Faught,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General campus — 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General campus — 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8303
Fax: (613) 737-8861
Languages: En, Fr",,(613) 737-8303,(613) 737-8861,,"Hematology & Thrombosis;En, Fr","The Ottawa Hospital - General campus — 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-fa568527ab32ea61
Dr. Christopher Michael Cipkar,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — 501 Smyth Rd, Division of Hematology, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, Division of Hematology, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 739-6662
Languages: En",,(613) 737-8899,(613) 739-6662,,Hematology & Thrombosis;En,"The Ottawa Hospital - General Campus — 501 Smyth Rd, Division of Hematology, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-4443f3cfbe4e01bd
Dr. Christopher Norman Bredeson,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8861
Languages: En",,(613) 737-8899,(613) 737-8861,,Hematology & Thrombosis;En,"The Ottawa Hospital - General campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-47c85275cd1b253e
Dr. David Anthony MacDonald,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-7777
Languages: En",,(613) 737-7777,,,Hematology & Thrombosis;En,"The Ottawa Hospital - General Campus — Division of Hematology, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-f935a28dc7c1edaa
Dr. David Scott Allan,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — Division of Hematology, TOttawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — Division of Hematology, TOttawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8861
Languages: Fr, En",,(613) 737-8899,(613) 737-8861,,"Hematology & Thrombosis;Fr, En","The Ottawa Hospital - General Campus — Division of Hematology, TOttawa, K1H 8L6",K1H,Sana,opc-specialist-be514f03e87977b0
Dr. Deborah Michelle Siegal,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa Blood Diseases Centre, Box 201A, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa Blood Diseases Centre, Box 201A, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: En",,(613) 737-8899,,,Hematology & Thrombosis;En,"The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa Blood Diseases Centre, Box 201A, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-867f3c686f9b4f7a
Dr. Dimitrios Scarvelis,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital - General campus — Room L2277, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital - General campus — Room L2277, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8122
Languages: En, Modern Greek (1453-), Fr",,(613) 737-8899,(613) 737-8122,,"Hematology & Thrombosis;En, Modern Greek (1453-), Fr","The Ottawa Hospital - General campus — Room L2277, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-46d01219ed3006c3
Dr. Isabelle Andri Bence-Bruckler,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · Division Of Haematology, Ottawa General Hospital, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: Division Of Haematology, Ottawa General Hospital, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 739-6021
Fax: (613) 737-8861
Languages: En, Fr, Finnish, Hungarian",,(613) 739-6021,(613) 737-8861,,"Hematology & Thrombosis;En, Fr, Finnish, Hungarian","Division Of Haematology, Ottawa General Hospital, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-3ca50aa89704faee
Dr. Joseph Randall Alphee Shaw,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · 501 Smyth Rd, The Ottawa Hospital, Division of Hematology Room CPCR L2283 Box 201A, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: 501 Smyth Rd, The Ottawa Hospital, Division of Hematology Room CPCR L2283 Box 201A, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: Fr, En",,(613) 737-8899,,,"Hematology & Thrombosis;Fr, En","501 Smyth Rd, The Ottawa Hospital, Division of Hematology Room CPCR L2283 Box 201A, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-fa959d6ee54e82a3
Dr. Karima Khamisa,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · 105-2625 Queensview Drive, Ottawa, K2B 8K2","Specialty: Hematology & Thrombosis
Location: 105-2625 Queensview Drive, Ottawa, K2B 8K2
Phone: (613) 502-0273
Fax: (343) 888-2175
Languages: En",,(613) 502-0273,(343) 888-2175,,Hematology & Thrombosis;En,"105-2625 Queensview Drive, Ottawa, K2B 8K2",K2B,Sana,opc-specialist-7ee15825a7daa53a
Dr. Lisa Deborah Marie Duffett,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hosptial General Campus, 501 Smyth Road, Box 201A, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hosptial General Campus, 501 Smyth Road, Box 201A, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: En",,(613) 737-8899,,,Hematology & Thrombosis;En,"The Ottawa Hosptial General Campus, 501 Smyth Road, Box 201A, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-5e78486ecbd5cfad
Dr. Marc Carrier,Specialists;Hematology & Thrombosis;Infectious Diseases,"Hematology & Thrombosis · The Ottawa Hospital General Campus, 501 Smyth Road Box 201A, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital General Campus, 501 Smyth Road Box 201A, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 739-6102
Languages: En, Fr",,(613) 737-8899,(613) 739-6102,,"Hematology & Thrombosis;En, Fr;Infectious Diseases;Medical Microbiology","The Ottawa Hospital General Campus, 501 Smyth Road Box 201A, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-cc24b862ccba69c5
Dr. Marie Grace Christou,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · Ottawa Blood Disease Centre, The Ottawa Hospital, 501 Smyth Road Box 704, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: Ottawa Blood Disease Centre, The Ottawa Hospital, 501 Smyth Road Box 704, Ottawa, K1H 8L6
Phone: (613) 737-8899
Languages: En",,(613) 737-8899,,,Hematology & Thrombosis;En,"Ottawa Blood Disease Centre, The Ottawa Hospital, 501 Smyth Road Box 704, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-a25066519014c411
Dr. Melissa Anne Forgie,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · The Ottawa Hospital, General Campus 501 Smyth Road, Ottawa, K1Y 4E9","Specialty: Hematology & Thrombosis
Location: The Ottawa Hospital, General Campus 501 Smyth Road, Ottawa, K1Y 4E9
Phone: (613) 737-8899
Fax: (613) 737-8861
Languages: En, Fr",,(613) 737-8899,(613) 737-8861,,"Hematology & Thrombosis;En, Fr","The Ottawa Hospital, General Campus 501 Smyth Road, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-b649e04c7e031864
Dr. Melissa Teixeira Maltez,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · 501 Smyth Road, The Ottawa Hospital, Department of Hematology, Ottawa, K1H 8M2","Specialty: Hematology & Thrombosis
Location: 501 Smyth Road, The Ottawa Hospital, Department of Hematology, Ottawa, K1H 8M2
Phone: (613) 737-8899
Languages: En, Portuguese, Fr",,(613) 737-8899,,,"Hematology & Thrombosis;En, Portuguese, Fr","501 Smyth Road, The Ottawa Hospital, Department of Hematology, Ottawa, K1H 8M2",K1H,Sana,opc-specialist-66ea6940caf4d7a7
Dr. Melissa Toupin,Specialists;Hematology & Thrombosis,"Hematology & Thrombosis · Ottawa General Hospital, 501 Smyth Rd., Division of Hematology - CPCR bldg, Ottawa, K1H 8L6","Specialty: Hematology & Thrombosis
Location: Ottawa General Hospital, 501 Smyth Rd., Division of Hematology - CPCR bldg, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8861
Languages: Fr, En",,(613) 737-8899,(613) 737-8861,,"Hematology & Thrombosis;Fr, En","Ottawa General Hospital, 501 Smyth Rd., Division of Hematology - CPCR bldg, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-803c7741cf789234
